frame_idx,timestamp_ns,status,n_matched,n_inliers,reproj_rmse_px,step_rot_deg,step_trans_m
2126,1520439748355453008,OK,1448,1093,0.6273,1.2451,0.0677
2127,1520439748405454008,OK,1529,1183,0.7532,0.6485,0.0156
2128,1520439748455456008,OK,1531,1219,0.8321,0.6401,0.0230
2129,1520439748505457008,OK,1495,1093,0.8475,0.5497,0.0208
2130,1520439748555459008,OK,1527,1154,0.7821,0.5670,0.0458
2131,1520439748605460008,OK,1497,1155,0.6049,0.9411,0.0781
2132,1520439748655475411,OK,1495,1119,0.6264,1.0995,0.0777
2133,1520439748705477411,OK,1518,1170,0.9533,0.7298,0.0097
2134,1520439748755478411,OK,1518,1139,0.6845,0.8100,0.0728
2135,1520439748805480411,OK,1585,1136,0.6174,0.6980,0.0756
2136,1520439748855481411,OK,1524,1174,0.5425,0.8910,0.0742
2137,1520439748905483411,OK,1489,1188,0.5757,0.9652,0.0694
2138,1520439748955484411,OK,1559,1203,0.5866,0.9981,0.0716
2139,1520439749005486411,OK,1493,1175,0.6100,1.1647,0.0789
2140,1520439749055502236,OK,1558,1295,0.9001,1.1198,0.0202
2141,1520439749105503236,OK,1569,1246,0.7396,0.8786,0.0174
2142,1520439749155505236,OK,1475,1143,0.6279,0.7185,0.0676
2143,1520439749205507236,OK,1423,1059,0.7554,0.6732,0.0566
2144,1520439749255508236,OK,1529,1117,0.6431,0.6682,0.0706
2145,1520439749305510236,OK,1441,1070,0.6307,1.3146,0.0760
2146,1520439749355511236,OK,1400,1148,0.5578,1.1118,0.0737
2147,1520439749405512236,OK,1324,1076,0.6080,0.8047,0.0593
2148,1520439749455532201,OK,1437,1152,0.5343,0.5862,0.0760
2149,1520439749505535201,OK,1407,1184,0.6177,0.7427,0.0782
2150,1520439749555535201,OK,1464,1186,0.7025,0.8618,0.0908
2151,1520439749605538201,OK,1480,1176,0.5141,0.7420,0.0700
2152,1520439749655539201,OK,1405,1168,0.5613,1.3350,0.0754
2153,1520439749705541201,OK,1479,1203,0.6680,1.0390,0.0632
2154,1520439749755542201,OK,1441,1124,0.6433,1.1551,0.0683
2155,1520439749805543201,OK,1419,1165,0.5991,1.2782,0.0708
2156,1520439749855530183,OK,1463,1228,0.6163,0.6620,0.0705
2157,1520439749905531183,OK,1487,1281,0.5453,0.4827,0.0681
2158,1520439749955534183,OK,1519,1277,0.5535,1.0705,0.0628
2159,1520439750005535183,OK,1515,1272,0.5439,1.4390,0.0599
2160,1520439750055536183,OK,1458,1202,0.4966,1.0756,0.0751
2161,1520439750105538183,OK,1534,1280,0.6574,1.0474,0.0532
2162,1520439750155598183,OK,1471,1213,0.5858,0.7899,0.0627
2163,1520439750205540183,OK,1387,1163,0.5805,1.2434,0.0687
2164,1520439750255501060,OK,1468,1207,0.6599,1.2652,0.0525
2165,1520439750305503060,OK,1475,1181,0.6967,1.2783,0.0637
2166,1520439750355504060,OK,1447,1138,0.5625,1.3707,0.0571
2167,1520439750405506060,OK,1434,1162,0.6128,1.1679,0.0662
2168,1520439750455507060,OK,1400,1186,0.6073,0.9198,0.0736
2169,1520439750505509060,OK,1520,1222,0.6081,0.5436,0.0758
2170,1520439750555510060,OK,1538,1235,0.5679,0.8702,0.0744
2171,1520439750605512060,OK,1610,1223,0.6336,1.3675,0.0654
2172,1520439750655460095,OK,1600,1342,0.6201,1.4783,0.0732
2173,1520439750705461095,OK,1598,1342,0.6317,0.8859,0.0700
2174,1520439750755463095,OK,1623,1306,0.7095,0.9301,0.0735
2175,1520439750805464095,OK,1562,1364,0.6617,1.3318,0.0591
2176,1520439750855466095,OK,1644,1322,0.6924,0.7656,0.0676
2177,1520439750905468095,OK,1640,1364,0.6431,0.7103,0.0682
2178,1520439750955469095,OK,1609,1360,0.6465,1.0563,0.0696
2179,1520439751005470095,OK,1598,1370,0.6673,1.0195,0.0755
2180,1520439751055472095,OK,1565,1312,0.6009,1.2947,0.0747
2181,1520439751105415990,OK,1490,1254,0.5881,1.2173,0.0667
2182,1520439751155417990,OK,1436,1211,0.7078,0.5416,0.0588
2183,1520439751205418990,OK,1373,1116,0.6622,1.0121,0.0674
2184,1520439751255420990,OK,1440,1145,0.7001,0.7823,0.0590
2185,1520439751305421990,OK,1417,1149,0.7029,0.9458,0.0637
2186,1520439751355423990,OK,1456,1124,0.7283,0.6050,0.0604
2187,1520439751405424990,OK,1435,1157,0.6330,0.7284,0.0645
2188,1520439751455426990,OK,1366,1137,0.6402,0.3838,0.0682
2189,1520439751505396271,OK,1369,1126,0.7302,0.4077,0.0710
2190,1520439751555398271,OK,1358,1071,0.6629,0.5242,0.0731
2191,1520439751605400271,OK,1343,1068,0.6299,0.7158,0.0684
2192,1520439751655401271,OK,1320,1053,0.6237,0.8557,0.0713
2193,1520439751705403271,OK,1263,1028,0.6110,0.9962,0.0663
2194,1520439751755417271,OK,1362,1080,0.7032,0.7302,0.0662
2195,1520439751805406271,OK,1286,1044,0.6945,0.6028,0.0665
2196,1520439751855407271,OK,1340,1113,0.6238,0.8457,0.0669
2197,1520439751905382815,OK,1307,1087,0.6164,1.1541,0.0627
2198,1520439751955383815,OK,1230,981,0.5964,1.3334,0.0638
2199,1520439752005385815,OK,1295,1015,0.5780,1.3144,0.0627
2200,1520439752055386815,OK,1282,1044,0.6679,1.1960,0.0647
2201,1520439752105388815,OK,1322,1046,0.6496,0.7864,0.0613
2202,1520439752155389815,OK,1309,1039,0.5460,0.5101,0.0651
2203,1520439752205391815,OK,1303,1027,0.4975,0.6607,0.0694
2204,1520439752255393815,OK,1288,1026,0.5931,0.5766,0.0687
2205,1520439752305421692,OK,1347,1059,0.4714,0.3628,0.0718
2206,1520439752355423692,OK,1228,942,0.5791,0.5930,0.0603
2207,1520439752405425692,OK,1254,987,0.4858,0.0944,0.0670
2208,1520439752455426692,OK,1226,1036,0.4915,0.6106,0.0689
2209,1520439752505427692,OK,1249,1108,0.5087,0.7197,0.0680
2210,1520439752555429692,OK,1311,1185,0.5243,0.6907,0.0581
2211,1520439752605430692,OK,1389,1270,0.4409,0.9305,0.0658
2212,1520439752655432692,OK,1409,1301,0.5092,0.9987,0.0619
2213,1520439752705460165,OK,1461,1358,0.5253,1.5039,0.0715
2214,1520439752755462165,OK,1493,1408,0.5381,1.7507,0.0737
2215,1520439752805463165,OK,1464,1354,0.5824,1.5838,0.0762
2216,1520439752855465165,OK,1478,1384,0.5835,1.3407,0.0730
2217,1520439752905466165,OK,1514,1389,0.4830,1.6306,0.0655
2218,1520439752955468165,OK,1560,1490,0.5614,1.7187,0.0697
2219,1520439753005469165,OK,1516,1434,0.5441,1.9273,0.0650
2220,1520439753055471165,OK,1543,1470,0.5409,2.1492,0.0648
2221,1520439753105448516,OK,1552,1481,0.4955,2.1091,0.0719
2222,1520439753155450516,OK,1583,1530,0.5699,1.7811,0.0624
2223,1520439753205451516,OK,1598,1567,0.6303,1.3701,0.0592
2224,1520439753255453516,OK,1602,1514,0.5569,1.6527,0.0659
2225,1520439753305455516,OK,1584,1461,0.5521,1.7964,0.0639
2226,1520439753355459516,OK,1574,1471,0.6349,1.8249,0.0628
2227,1520439753405458516,OK,1576,1462,0.5397,1.7246,0.0628
2228,1520439753455459516,OK,1552,1453,0.5713,1.7033,0.0617
2229,1520439753505461516,OK,1571,1411,0.5536,1.9352,0.0639
2230,1520439753555377815,OK,1506,1327,0.5365,2.3643,0.0675
2231,1520439753605379815,OK,1472,1287,0.4614,2.8670,0.0684
2232,1520439753655380815,OK,1364,1213,0.4667,3.1975,0.0599
2233,1520439753705382815,OK,1354,1204,0.4876,2.6681,0.0590
2234,1520439753755383815,OK,1300,1169,0.4583,2.9838,0.0569
2235,1520439753805385815,OK,1183,1083,0.3891,3.4249,0.0604
2236,1520439753855387815,OK,1189,1149,0.3951,3.4153,0.0597
2237,1520439753905388815,OK,1211,1154,0.4332,3.1938,0.0616
2238,1520439753955289060,OK,1188,1139,0.4486,2.9728,0.0612
2239,1520439754005290060,OK,1165,1115,0.4459,2.8432,0.0603
2240,1520439754055292060,OK,1201,1137,0.4685,2.5142,0.0611
2241,1520439754105293060,OK,1212,1140,0.4630,2.0085,0.0511
2242,1520439754155295060,OK,1207,1129,0.4468,1.4766,0.0615
2243,1520439754205297060,OK,1273,1209,0.4598,0.8681,0.0581
2244,1520439754255298060,OK,1265,1184,0.5031,0.8392,0.0511
2245,1520439754305300060,OK,1267,1172,0.4418,0.8762,0.0541
2246,1520439754355244025,OK,1275,1220,0.5171,0.6041,0.0595
2247,1520439754405245025,OK,1285,1183,0.4569,0.2353,0.0548
2248,1520439754455247025,OK,1270,1201,0.4540,0.5215,0.0575
2249,1520439754505248025,OK,1270,1186,0.4298,0.6845,0.0533
2250,1520439754555250025,OK,1280,1224,0.4973,0.5372,0.0613
2251,1520439754605252025,OK,1289,1202,0.4332,0.3875,0.0501
2252,1520439754655253025,OK,1293,1244,0.4832,0.9688,0.0556
2253,1520439754705255025,OK,1322,1243,0.4705,1.1191,0.0645
2254,1520439754755247464,OK,1303,1242,0.4974,1.3034,0.0639
2255,1520439754805249464,OK,1309,1228,0.4832,1.3008,0.0623
2256,1520439754855250464,OK,1298,1222,0.4753,0.7463,0.0596
2257,1520439754905251464,OK,1293,1220,0.4628,0.8409,0.0595
2258,1520439754955253464,OK,1333,1240,0.4096,0.6109,0.0514
2259,1520439755005326464,OK,1367,1299,0.4373,0.5950,0.0532
2260,1520439755055256464,OK,1368,1311,0.4572,0.6681,0.0592
2261,1520439755105258464,OK,1383,1292,0.4932,0.6482,0.0596
2262,1520439755155232095,OK,1372,1293,0.4385,0.5234,0.0655
2263,1520439755205234095,OK,1389,1321,0.4784,0.6388,0.0616
2264,1520439755255235095,OK,1338,1270,0.4035,0.1211,0.0591
2265,1520439755305237095,OK,1294,1239,0.4717,0.9844,0.0400
2266,1520439755355238095,OK,1296,1244,0.4118,1.0854,0.0522
2267,1520439755405240095,OK,1276,1238,0.4381,1.2199,0.0517
2268,1520439755455242095,OK,1250,1219,0.4410,1.4441,0.0558
2269,1520439755505243095,OK,1263,1231,0.4268,1.2035,0.0541
2270,1520439755555250078,OK,1260,1219,0.4048,0.9489,0.0543
2271,1520439755605237885,OK,1250,1220,0.4300,0.8760,0.0564
2272,1520439755655239885,OK,1258,1224,0.4111,0.6626,0.0518
2273,1520439755705240885,OK,1268,1224,0.3976,0.9351,0.0542
2274,1520439755755242885,OK,1251,1212,0.4240,0.9418,0.0492
2275,1520439755805244885,OK,1249,1199,0.4437,0.5628,0.0436
2276,1520439755855245885,OK,1216,1184,0.4478,1.1058,0.0521
2277,1520439755905247885,OK,1246,1191,0.4269,1.2167,0.0495
2278,1520439755955249885,OK,1198,1156,0.4069,1.5477,0.0474
2279,1520439756005266955,OK,1192,1176,0.4051,1.1163,0.0492
2280,1520439756055268955,OK,1203,1183,0.3543,0.9345,0.0554
2281,1520439756105269955,OK,1168,1149,0.4098,1.0671,0.0554
2282,1520439756155271955,OK,1145,1112,0.3604,1.5609,0.0557
2283,1520439756205273955,OK,1071,1056,0.3857,2.2051,0.0588
2284,1520439756255274955,OK,1056,962,0.3645,2.5228,0.0606
2285,1520439756305275955,OK,1053,1030,0.3869,2.4292,0.0617
2286,1520439756355278955,OK,1011,964,0.3671,2.3619,0.0553
2287,1520439756405290060,OK,980,944,0.3675,3.0482,0.0607
2288,1520439756455291060,OK,987,899,0.3711,3.3932,0.0617
2289,1520439756505293060,OK,983,933,0.4291,3.6377,0.0604
2290,1520439756555294060,OK,1011,950,0.3889,3.4436,0.0601
2291,1520439756605319060,OK,1021,978,0.3750,3.0397,0.0634
2292,1520439756655297060,OK,1061,1019,0.3783,2.4901,0.0599
2293,1520439756705299060,OK,1063,1037,0.3856,1.8676,0.0589
2294,1520439756755300060,OK,1085,1029,0.3493,1.5227,0.0516
2295,1520439756805321008,OK,1067,1020,0.3008,1.5225,0.0561
2296,1520439756855322008,OK,1062,1023,0.3146,1.7649,0.0474
2297,1520439756905324008,OK,1072,1023,0.3283,1.7633,0.0552
2298,1520439756955325008,OK,1066,1037,0.2899,2.0291,0.0490
2299,1520439757005327008,OK,1069,1047,0.3178,1.7950,0.0496
2300,1520439757055329008,OK,1105,1061,0.2611,1.5781,0.0461
2301,1520439757105330008,OK,1100,1071,0.2557,1.2606,0.0483
2302,1520439757155332008,OK,1097,1063,0.2606,1.2963,0.0481
2303,1520439757205347955,OK,1121,1095,0.2669,1.6412,0.0452
2304,1520439757255349955,OK,1068,1044,0.2471,1.6896,0.0430
2305,1520439757305350955,OK,1054,1043,0.2338,1.3838,0.0407
2306,1520439757355352955,OK,1082,1074,0.2254,1.7549,0.0387
2307,1520439757405353955,OK,1075,1070,0.2198,1.6707,0.0370
2308,1520439757455355955,OK,1064,1056,0.1982,1.2137,0.0324
2309,1520439757505357955,OK,1161,1158,0.2013,1.5532,0.0316
2310,1520439757555358955,OK,1169,1166,0.2040,1.2007,0.0306
2311,1520439757605377867,OK,1205,1200,0.1935,0.8929,0.0329
2312,1520439757655379867,OK,1197,1195,0.1862,0.6664,0.0349
2313,1520439757705380867,OK,1235,1230,0.1784,0.3790,0.0354
2314,1520439757755382867,OK,1223,1221,0.1533,0.4645,0.0350
2315,1520439757805384867,OK,1221,1220,0.1967,0.4682,0.0349
2316,1520439757855385867,OK,1232,1226,0.1994,0.4696,0.0347
2317,1520439757905387867,OK,1225,1222,0.1668,0.7294,0.0350
2318,1520439757955388867,OK,1234,1231,0.1887,0.2301,0.0331
2319,1520439758005386587,OK,1223,1222,0.2240,1.5083,0.0292
2320,1520439758055401481,OK,1191,1186,0.2468,1.4470,0.0328
2321,1520439758105403481,OK,1237,1235,0.2374,0.6414,0.0343
2322,1520439758155404481,OK,1236,1231,0.2149,1.0868,0.0370
2323,1520439758205410481,OK,1238,1230,0.1979,1.2148,0.0363
2324,1520439758255407481,OK,1250,1247,0.2067,0.6933,0.0351
2325,1520439758305409481,OK,1246,1240,0.1993,0.7934,0.0337
2326,1520439758355410481,OK,1265,1263,0.2075,0.8368,0.0302
2327,1520439758405412481,OK,1255,1250,0.1809,0.2660,0.0298
2328,1520439758455414534,OK,1267,1260,0.2179,1.2951,0.0323
2329,1520439758505416534,OK,1283,1252,0.2010,0.8315,0.0368
2330,1520439758555417534,OK,1245,1240,0.2354,0.8433,0.0392
2331,1520439758605419534,OK,1252,1247,0.2041,1.0083,0.0373
2332,1520439758655421534,OK,1255,1248,0.1958,0.9312,0.0371
2333,1520439758705422534,OK,1232,1224,0.2212,0.6369,0.0377
2334,1520439758755424534,OK,1215,1204,0.1903,0.7562,0.0354
2335,1520439758805425534,OK,1220,1215,0.1955,1.2219,0.0304
2336,1520439758855423253,OK,1214,1206,0.2249,1.3065,0.0309
2337,1520439758905424253,OK,1233,1224,0.2419,1.3617,0.0366
2338,1520439758955426253,OK,1255,1249,0.2057,0.8127,0.0384
2339,1520439759005427253,OK,1239,1224,0.2201,0.6771,0.0401
2340,1520439759055429253,OK,1215,1207,0.2081,0.8237,0.0382
2341,1520439759105431253,OK,1260,1250,0.1947,1.2045,0.0395
2342,1520439759155432253,OK,1224,1215,0.2016,1.4687,0.0386
2343,1520439759205434253,OK,1265,1256,0.2060,0.9938,0.0367
2344,1520439759255441587,OK,1255,1243,0.2241,0.6284,0.0360
2345,1520439759305442587,OK,1275,1264,0.2394,0.8938,0.0372
2346,1520439759355443587,OK,1263,1255,0.1979,0.3916,0.0394
2347,1520439759405445587,OK,1282,1271,0.2275,0.6187,0.0391
2348,1520439759455447587,OK,1287,1279,0.1954,0.4800,0.0388
2349,1520439759505448587,OK,1296,1286,0.1761,0.7626,0.0417
2350,1520439759555450587,OK,1274,1265,0.1973,0.8843,0.0411
2351,1520439759605451587,OK,1250,1246,0.1854,0.4444,0.0388
2352,1520439759655445937,OK,1259,1254,0.2338,0.7702,0.0360
2353,1520439759705446937,OK,1262,1256,0.2106,0.5942,0.0375
2354,1520439759755450937,OK,1258,1254,0.2171,1.0278,0.0375
2355,1520439759805450937,OK,1264,1256,0.1708,0.6410,0.0378
2356,1520439759855536937,OK,1261,1251,0.2013,0.9631,0.0380
2357,1520439759905453937,OK,1230,1225,0.2030,1.2251,0.0388
2358,1520439759955454937,OK,1259,1245,0.2348,0.7472,0.0357
2359,1520439760005456937,OK,1266,1258,0.2404,1.1383,0.0292
2360,1520439760055457587,OK,1272,1262,0.2172,1.6516,0.0348
2361,1520439760105459587,OK,1278,1269,0.2196,1.0551,0.0381
2362,1520439760155460587,OK,1272,1261,0.1876,0.8715,0.0407
2363,1520439760205462587,OK,1270,1254,0.2112,0.8177,0.0381
2364,1520439760255464587,OK,1278,1273,0.2214,0.9240,0.0411
2365,1520439760305465587,OK,1216,1211,0.2236,1.4097,0.0435
2366,1520439760355467587,OK,1225,1223,0.2068,0.9524,0.0427
2367,1520439760405468587,OK,1210,1206,0.2016,0.4774,0.0413
2368,1520439760455470587,OK,1239,1233,0.2070,0.3934,0.0410
2369,1520439760505485271,OK,1242,1239,0.2071,0.7098,0.0436
2370,1520439760555487271,OK,1218,1214,0.2101,0.5548,0.0429
2371,1520439760605488271,OK,1268,1255,0.2138,0.8979,0.0432
2372,1520439760655490271,OK,1232,1230,0.2097,1.5333,0.0448
2373,1520439760705492271,OK,1265,1261,0.2081,1.0186,0.0415
2374,1520439760755493271,OK,1245,1243,0.2188,0.7917,0.0389
2375,1520439760805495271,OK,1248,1230,0.2687,1.8660,0.0390
2376,1520439760855497271,OK,1240,1234,0.2405,1.5281,0.0402
2377,1520439760905490762,OK,1273,1272,0.2306,0.3294,0.0417
2378,1520439760955491762,OK,1267,1265,0.2470,1.1030,0.0440
2379,1520439761005493762,OK,1247,1240,0.2391,1.5473,0.0436
2380,1520439761055495762,OK,1251,1249,0.2521,1.3857,0.0466
2381,1520439761105496762,OK,1233,1228,0.1943,0.4987,0.0435
2382,1520439761155498762,OK,1246,1224,0.2160,0.5275,0.0397
2383,1520439761205500762,OK,1237,1234,0.2117,0.5106,0.0436
2384,1520439761255501762,OK,1254,1251,0.2148,0.4286,0.0438
2385,1520439761305505429,OK,1238,1235,0.2274,0.4837,0.0422
2386,1520439761355503429,OK,1239,1232,0.2501,1.3166,0.0430
2387,1520439761405505429,OK,1255,1255,0.2553,1.1192,0.0412
2388,1520439761455544429,OK,1244,1243,0.2107,0.4088,0.0416
2389,1520439761505508429,OK,1255,1254,0.2705,1.5114,0.0410
2390,1520439761555509429,OK,1121,1118,0.2873,2.3034,0.0391
2391,1520439761605511429,OK,1199,1193,0.2879,1.9485,0.0408
2392,1520439761655512429,OK,1229,1226,0.2340,0.5283,0.0415
2393,1520439761705509797,OK,1253,1240,0.2401,1.3728,0.0460
2394,1520439761755510797,OK,1219,1199,0.2540,1.9334,0.0465
2395,1520439761805512797,OK,1218,1207,0.2351,0.9849,0.0453
2396,1520439761855514797,OK,1207,1194,0.2218,0.6556,0.0413
2397,1520439761905515797,OK,1198,1194,0.2687,1.1549,0.0416
2398,1520439761955517797,OK,1245,1212,0.2745,1.2644,0.0434
2399,1520439762005518797,OK,1217,1205,0.2167,0.3114,0.0437
2400,1520439762055520797,OK,1234,1219,0.2492,0.9609,0.0448
2401,1520439762105538639,OK,1238,1214,0.2515,1.4038,0.0449
2402,1520439762155540639,OK,1178,1132,0.2239,1.1028,0.0439
2403,1520439762205542639,OK,1169,1128,0.2626,0.8575,0.0415
2404,1520439762255543639,OK,1185,1131,0.2691,1.9358,0.0391
2405,1520439762305545639,OK,1206,1194,0.2581,0.9853,0.0413
2406,1520439762355546639,OK,1246,1210,0.1953,1.0069,0.0443
2407,1520439762405548639,OK,1239,1204,0.2346,1.5401,0.0478
2408,1520439762455550639,OK,1217,1186,0.2582,1.7281,0.0463
2409,1520439762505540341,OK,1171,1143,0.2172,1.3347,0.0464
2410,1520439762555542341,OK,1215,1183,0.1965,0.7645,0.0433
2411,1520439762605543341,OK,1178,1146,0.2828,1.6745,0.0412
2412,1520439762655545341,OK,1178,1140,0.2872,1.0830,0.0393
2413,1520439762705546341,OK,1177,1127,0.3756,0.7834,0.0319
2414,1520439762755548341,OK,1171,1134,0.2625,1.4259,0.0460
2415,1520439762805549341,OK,1149,1105,0.4550,1.8337,0.0372
2416,1520439762855551341,OK,1152,1095,0.2787,1.5120,0.0462
2417,1520439762905553341,OK,1178,1138,0.2460,0.3179,0.0424
2418,1520439762955527394,OK,1128,1091,0.2776,1.7846,0.0449
2419,1520439763005529394,OK,1186,1139,0.3816,1.2967,0.0303
2420,1520439763055530394,OK,1204,1165,0.2792,0.6612,0.0518
2421,1520439763105532394,OK,1168,1108,0.3114,1.3587,0.0554
2422,1520439763155533394,OK,1140,1106,0.2958,1.0101,0.0529
2423,1520439763205535394,OK,1129,1117,0.2702,0.9995,0.0524
2424,1520439763255536394,OK,1159,1141,0.2413,1.0508,0.0509
2425,1520439763305538394,OK,1110,1087,0.2499,1.0724,0.0481
2426,1520439763355519534,OK,1119,1112,0.2915,2.0257,0.0439
2427,1520439763405521534,OK,1102,1073,0.2823,1.9062,0.0473
2428,1520439763455523534,OK,1121,1102,0.2655,0.7204,0.0499
2429,1520439763505524534,OK,1152,1119,0.2624,0.5273,0.0552
2430,1520439763555526534,OK,1117,1083,0.2242,0.8388,0.0556
2431,1520439763605527534,OK,1096,1083,0.2662,0.6185,0.0544
2432,1520439763655529534,OK,1112,1100,0.2755,1.0123,0.0535
2433,1520439763705530534,OK,1077,1067,0.2894,1.1111,0.0517
2434,1520439763755545727,OK,1144,1139,0.2714,1.3510,0.0486
2435,1520439763805546727,OK,1142,1135,0.2836,1.0586,0.0427
2436,1520439763855548727,OK,1154,1143,0.2482,0.8434,0.0429
2437,1520439763905550727,OK,1209,1189,0.3007,0.3792,0.0530
2438,1520439763955551727,OK,1201,1197,0.2006,0.4646,0.0437
2439,1520439764005553727,OK,1187,1179,0.1865,0.5092,0.0456
2440,1520439764055555727,OK,1186,1178,0.1822,0.4041,0.0453
2441,1520439764105556727,OK,1213,1189,0.1928,0.5731,0.0448
2442,1520439764155554025,OK,1198,1191,0.1761,0.6398,0.0440
2443,1520439764205556025,OK,1196,1189,0.1709,0.8049,0.0437
2444,1520439764255557025,OK,1194,1181,0.1894,0.9316,0.0426
2445,1520439764305558025,OK,1165,1155,0.1945,1.0944,0.0394
2446,1520439764355560025,OK,1152,1148,0.2102,1.0922,0.0385
2447,1520439764405562025,OK,1122,1117,0.2810,1.6613,0.0372
2448,1520439764455563025,OK,1103,1102,0.2741,0.9819,0.0393
2449,1520439764505568025,OK,1145,1099,0.2211,0.1244,0.0395
2450,1520439764555559920,OK,1142,1136,0.2204,0.5140,0.0422
2451,1520439764605561920,OK,1139,1120,0.2065,0.7182,0.0377
2452,1520439764655562920,OK,1129,1114,0.1995,1.0500,0.0424
2453,1520439764705668920,OK,1131,1123,0.2194,1.0372,0.0393
2454,1520439764755565920,OK,1183,1177,0.2216,0.7262,0.0362
2455,1520439764805567920,OK,1160,1155,0.2578,1.2904,0.0340
2456,1520439764855568920,OK,1176,1173,0.2977,1.5712,0.0337
2457,1520439764905570920,OK,1171,1167,0.2530,0.7830,0.0389
2458,1520439764955571920,OK,1135,1122,0.2279,0.5262,0.0397
2459,1520439765005579885,OK,1158,1148,0.2256,0.7816,0.0410
2460,1520439765055581885,OK,1142,1131,0.2499,0.8926,0.0409
2461,1520439765105582885,OK,1185,1152,0.2794,0.6902,0.0351
2462,1520439765155584885,OK,1167,1134,0.3157,0.2448,0.0351
2463,1520439765205585885,OK,1169,1148,0.3446,0.5411,0.0381
2464,1520439765255587885,OK,1140,1127,0.3603,0.9355,0.0361
2465,1520439765305588885,OK,1166,1156,0.2897,0.5149,0.0402
2466,1520439765355590885,OK,1181,1178,0.3316,0.8956,0.0425
2467,1520439765405590060,OK,1196,1182,0.3125,1.5955,0.0440
2468,1520439765455592060,OK,1198,1188,0.3002,1.0680,0.0422
2469,1520439765505594060,OK,1219,1205,0.3454,1.0140,0.0395
2470,1520439765555595060,OK,1202,1193,0.3850,1.9102,0.0350
2471,1520439765605597060,OK,1216,1201,0.3116,1.0399,0.0434
2472,1520439765655599060,OK,1194,1175,0.3033,0.7553,0.0480
2473,1520439765705600060,OK,1233,1214,0.2923,1.3588,0.0454
2474,1520439765755602060,OK,1207,1189,0.3414,1.0111,0.0465
2475,1520439765805602025,OK,1196,1171,0.3095,0.6011,0.0455
2476,1520439765855603025,OK,1206,1170,0.3151,0.3316,0.0401
2477,1520439765905604025,OK,1161,1139,0.3721,0.6838,0.0421
2478,1520439765955606025,OK,1201,1173,0.3584,0.3992,0.0476
2479,1520439766005607025,OK,1197,1164,0.3236,0.6157,0.0518
2480,1520439766055609025,OK,1192,1130,0.3092,0.9169,0.0483
2481,1520439766105611025,OK,1198,1153,0.3490,1.2432,0.0550
2482,1520439766155612025,OK,1190,1142,0.3107,0.7264,0.0475
2483,1520439766205601815,OK,1172,1117,0.3114,1.1052,0.0486
2484,1520439766255602815,OK,1180,1150,0.4185,1.9755,0.0471
2485,1520439766305664815,OK,1153,1105,0.4682,1.6307,0.0256
2486,1520439766355605815,OK,1161,1134,0.4175,0.3871,0.0418
2487,1520439766405607815,OK,1204,1154,0.3407,0.6370,0.0544
2488,1520439766455608815,OK,1180,1140,0.3749,0.7546,0.0541
2489,1520439766505610815,OK,1166,1089,0.3264,0.6639,0.0600
2490,1520439766555611815,OK,1177,1110,0.3698,0.3822,0.0493
2491,1520439766605615709,OK,1164,1093,0.2877,0.7015,0.0604
2492,1520439766655617709,OK,1168,1102,0.4507,0.8100,0.0484
2493,1520439766705618709,OK,1165,1064,0.2837,0.5593,0.0573
2494,1520439766755620709,OK,1139,1042,0.3196,0.6209,0.0651
2495,1520439766805621709,OK,1089,1030,0.2842,1.0363,0.0577
2496,1520439766855623709,OK,1111,1064,0.3051,0.8922,0.0599
2497,1520439766905624709,OK,1100,1055,0.2704,0.7268,0.0600
2498,1520439766955626709,OK,1095,1041,0.3063,1.0214,0.0542
2499,1520439767005627218,OK,1122,1055,0.4077,0.8419,0.0396
2500,1520439767055629218,OK,1130,1077,0.4122,0.7740,0.0725
2501,1520439767105631218,OK,1116,1069,0.2742,0.6814,0.0627
2502,1520439767155632218,OK,1082,1037,0.3097,0.8314,0.0557
2503,1520439767205634218,OK,1121,1081,0.2985,0.9505,0.0563
2504,1520439767255636218,OK,1105,1072,0.2662,0.7058,0.0578
2505,1520439767305637218,OK,1150,1113,0.2575,0.8139,0.0528
2506,1520439767355638218,OK,1094,1062,0.2911,1.3679,0.0502
2507,1520439767405641218,OK,1085,1051,0.2198,0.6154,0.0533
2508,1520439767455615832,OK,1126,1086,0.2390,0.9234,0.0538
2509,1520439767505616832,OK,1139,1088,0.2231,1.1137,0.0546
2510,1520439767555618832,OK,1189,1152,0.2613,0.7550,0.0505
2511,1520439767605619832,OK,1177,1159,0.2889,0.5193,0.0568
2512,1520439767655621832,OK,1189,1170,0.2481,0.3590,0.0457
2513,1520439767705623832,OK,1188,1173,0.2219,0.4340,0.0469
2514,1520439767755624832,OK,1183,1172,0.2298,0.4831,0.0466
2515,1520439767805625832,OK,1183,1177,0.2035,0.4031,0.0435
2516,1520439767855606499,OK,1158,1156,0.1957,1.0728,0.0411
2517,1520439767905620499,OK,1146,1145,0.1812,1.0749,0.0378
2518,1520439767955609499,OK,1095,1093,0.1955,1.3171,0.0362
2519,1520439768005611499,OK,1051,1051,0.1921,1.3056,0.0350
2520,1520439768055612499,OK,1117,1116,0.1598,0.9257,0.0362
2521,1520439768105614499,OK,1075,1069,0.1622,0.5152,0.0370
2522,1520439768155615499,OK,1103,1098,0.1568,0.3317,0.0365
2523,1520439768205617499,OK,1108,1102,0.1836,0.5326,0.0368
