frame_idx,timestamp_ns,status,n_matched,n_inliers,reproj_rmse_px,step_rot_deg,step_trans_m
1233,1520616786018496450,REPROJ_LOW_CONF,289,152,1.1658,3.9377,0.0672
1234,1520616786068497450,OK,375,302,0.9891,4.0056,0.0616
1235,1520616786118499450,REPROJ_LOW_CONF,327,184,1.0914,4.4985,0.0581
1236,1520616786168500450,REPROJ_LOW_CONF,295,143,1.1671,4.3236,0.0696
1237,1520616786218502450,OK,378,291,0.9098,4.5991,0.0603
1238,1520616786268504450,REPROJ_LOW_CONF,334,202,1.1949,4.1126,0.0602
1239,1520616786318505450,REPROJ_LOW_CONF,298,136,1.1606,8.5497,0.0827
1240,1520616786368507450,OK,486,386,0.7110,4.8128,0.0617
1241,1520616786418508450,REPROJ_LOW_CONF,418,295,1.0236,4.3768,0.0531
1242,1520616786468510450,OK,370,223,0.9774,3.9231,0.0674
1243,1520616786518511450,OK,351,270,0.7879,3.8014,0.0612
1244,1520616786568513450,OK,307,194,0.7671,3.3540,0.0673
1245,1520616786618514450,OK,291,164,0.8280,2.7071,0.0356
1246,1520616786668516450,OK,285,152,0.9429,2.3758,0.0718
1247,1520616786718518450,OK,635,445,0.7302,1.8384,0.0597
1248,1520616786768520450,OK,560,325,0.7782,2.0153,0.0630
1249,1520616786818521450,OK,522,292,0.8827,2.2196,0.0580
1250,1520616786868523450,OK,488,251,0.9224,1.3667,0.0709
1251,1520616786918525450,OK,458,217,0.8792,1.5325,0.0346
1252,1520616786967437678,OK,437,195,0.9284,1.7204,0.0489
1253,1520616787017439678,OK,584,384,0.8109,1.9876,0.0532
1254,1520616787067444678,OK,473,249,0.8681,2.0090,0.0544
1255,1520616787117441678,OK,406,217,0.7441,2.1283,0.0854
1256,1520616787167443678,OK,373,185,0.6405,1.2853,0.0811
1257,1520616787217445678,OK,341,178,0.6821,1.9176,0.0508
1258,1520616787267446678,OK,357,273,0.6823,2.5965,0.0601
1259,1520616787317462678,OK,313,197,0.6178,2.5750,0.0589
1260,1520616787365852135,OK,280,180,0.6952,2.2595,0.0657
1261,1520616787415853135,OK,255,162,0.6118,2.6346,0.0645
1262,1520616787465855135,OK,232,153,0.6934,2.8592,0.0504
1263,1520616787515857135,OK,364,277,0.5430,2.6133,0.0617
1264,1520616787565858135,OK,311,221,0.5653,2.3250,0.0627
1265,1520616787615860135,OK,302,204,0.6754,1.8994,0.0573
1266,1520616787665861135,OK,293,184,0.7052,1.4173,0.0843
1267,1520616787715863135,OK,281,184,0.7993,0.7968,0.0697
1268,1520616787764108205,OK,677,588,0.6711,0.5657,0.0612
1269,1520616787814110205,OK,633,451,0.7884,0.9579,0.0645
1270,1520616787864112205,OK,592,381,0.9051,1.4573,0.0632
1271,1520616787914113205,OK,535,337,0.8760,0.8382,0.0681
1272,1520616787964115205,OK,476,286,0.8775,0.6035,0.0617
1273,1520616788014116205,OK,578,480,0.5999,1.0149,0.0613
1274,1520616788064118205,OK,469,377,0.5730,1.6011,0.0696
1275,1520616788114120205,OK,428,348,0.6949,1.9242,0.0632
1276,1520616788164121205,OK,417,319,0.8225,1.5794,0.0684
1277,1520616788212737292,OK,398,265,0.8889,0.9252,0.0707
1278,1520616788262739292,OK,515,442,0.4330,0.7536,0.0693
1279,1520616788312742292,OK,475,411,0.6655,0.7573,0.0697
1280,1520616788362743292,OK,460,370,0.7901,0.9191,0.0679
1281,1520616788412744292,OK,442,328,0.8746,0.9997,0.0629
1282,1520616788462746292,OK,401,276,0.8998,0.8990,0.0846
1283,1520616788512747292,OK,693,592,0.5197,0.5995,0.0627
1284,1520616788562749292,OK,637,529,0.7102,0.1773,0.0624
1285,1520616788611556257,OK,608,441,0.7917,0.3158,0.0689
1286,1520616788661558257,OK,595,437,0.9158,0.3003,0.0569
1287,1520616788711559257,OK,570,382,0.9620,0.4670,0.0706
1288,1520616788761561257,OK,1003,914,0.5887,0.7881,0.0683
1289,1520616788811563257,OK,890,757,0.8465,0.9097,0.0667
1290,1520616788861564257,OK,829,606,0.9260,0.9366,0.0715
1291,1520616788911565257,OK,751,469,0.8926,1.3919,0.0678
1292,1520616788961603257,OK,697,411,0.9821,1.9509,0.0632
1293,1520616789010904275,OK,892,851,0.6256,2.1206,0.0639
1294,1520616789060905275,OK,803,682,0.7618,2.0372,0.0626
1295,1520616789110907275,OK,733,573,0.8565,1.8268,0.0652
1296,1520616789160908275,OK,660,474,0.8692,1.5216,0.0640
1297,1520616789210910275,OK,640,434,0.9375,1.4165,0.0671
1298,1520616789260911275,OK,1143,985,0.6470,1.1964,0.0694
1299,1520616789310913275,OK,1001,791,0.7828,0.7671,0.0692
1300,1520616789360914275,OK,888,658,0.8391,0.2923,0.0631
1301,1520616789411003082,OK,818,565,0.8909,0.5402,0.0680
1302,1520616789461005082,OK,737,490,0.9403,0.7204,0.0613
1303,1520616789511006082,OK,1283,1059,0.6304,0.6061,0.0643
1304,1520616789561008082,OK,1124,877,0.7588,0.4459,0.0603
1305,1520616789611009082,OK,1013,715,0.8448,0.2570,0.0622
1306,1520616789661011082,OK,905,638,0.9554,0.8785,0.0674
1307,1520616789711012082,OK,822,513,0.9650,1.4729,0.0634
1308,1520616789761014082,OK,1242,989,0.6374,2.0245,0.0663
1309,1520616789812219573,OK,1035,840,0.8075,2.5669,0.0696
1310,1520616789862221573,OK,978,737,0.9752,2.9592,0.0642
1311,1520616789912223573,REPROJ_LOW_CONF,896,629,1.0226,3.0545,0.0641
1312,1520616789962224573,REPROJ_LOW_CONF,862,529,1.0634,2.6471,0.0591
1313,1520616790012227573,OK,1093,1038,0.5506,2.5295,0.0615
1314,1520616790062228573,OK,1009,893,0.7943,2.9606,0.0582
1315,1520616790112229573,OK,937,738,0.9511,3.1535,0.0598
1316,1520616790162231573,REPROJ_LOW_CONF,885,621,1.0484,2.9370,0.0607
1317,1520616790212306836,REPROJ_LOW_CONF,859,512,1.1325,2.9140,0.0611
1318,1520616790262307836,OK,1242,1216,0.5162,2.6924,0.0617
1319,1520616790312308836,OK,1193,1068,0.8112,2.8363,0.0615
1320,1520616790362310836,OK,1133,879,0.9648,2.7408,0.0638
1321,1520616790412312836,REPROJ_LOW_CONF,1039,707,1.0091,2.7551,0.0594
1322,1520616790462313836,REPROJ_LOW_CONF,952,554,1.0656,2.7597,0.0567
1323,1520616790512315836,OK,1357,1257,0.5391,2.9010,0.0551
1324,1520616790562316836,OK,1083,930,0.7663,3.1428,0.0542
1325,1520616790612377836,OK,947,754,0.8498,3.2057,0.0499
1326,1520616790660989521,OK,851,654,0.9179,3.0962,0.0506
1327,1520616790710991521,OK,1268,1200,0.5369,3.1288,0.0522
1328,1520616790760992521,OK,1132,1053,0.7325,3.3259,0.0525
1329,1520616790810994521,OK,1047,866,0.8256,3.3445,0.0532
1330,1520616790860995521,OK,988,773,0.9242,3.5122,0.0507
1331,1520616790910997521,OK,1496,1426,0.5736,3.0556,0.0500
1332,1520616790960998521,OK,1280,1084,0.7973,2.9132,0.0494
1333,1520616791011000521,OK,1183,854,0.9242,2.7548,0.0461
1334,1520616791060411012,OK,1121,734,0.9954,2.6934,0.0500
1335,1520616791110412012,REPROJ_LOW_CONF,1027,607,1.0458,2.6570,0.0443
1336,1520616791160414012,OK,1319,1228,0.5370,2.3459,0.0462
1337,1520616791210415012,OK,1181,1066,0.7324,2.3875,0.0457
1338,1520616791260417012,OK,1111,880,0.8179,2.3816,0.0483
1339,1520616791310418012,OK,1053,776,0.9257,2.3447,0.0465
1340,1520616791360420012,OK,1021,685,0.9845,2.4525,0.0523
1341,1520616791410422012,OK,998,589,0.9868,2.6779,0.0532
1342,1520616791460058240,OK,1574,1495,0.5757,2.7352,0.0495
1343,1520616791510060240,OK,1373,1220,0.7606,2.7484,0.0501
1344,1520616791560062240,OK,1221,984,0.8759,2.6967,0.0518
1345,1520616791610063240,OK,1142,826,0.9595,2.9595,0.0483
1346,1520616791660065240,REPROJ_LOW_CONF,1071,662,1.0512,3.2657,0.0516
1347,1520616791710066240,OK,1492,1421,0.6050,2.9362,0.0463
1348,1520616791760068240,OK,1324,1125,0.7956,3.2037,0.0454
1349,1520616791810069240,OK,1123,817,0.9462,3.3926,0.0516
1350,1520616791860032994,REPROJ_LOW_CONF,942,643,1.0451,3.9874,0.0471
1351,1520616791910034994,OK,1100,997,0.6458,4.1223,0.0498
1352,1520616791960035994,OK,955,818,0.8914,4.2351,0.0482
1353,1520616792010037994,REPROJ_LOW_CONF,843,623,1.0442,4.1610,0.0446
1354,1520616792060042994,OK,821,747,0.6606,4.1305,0.0467
1355,1520616792110039994,OK,712,540,0.9417,3.9866,0.0445
1356,1520616792160046994,REPROJ_LOW_CONF,567,332,1.0272,4.3565,0.0416
1357,1520616792210043994,OK,631,523,0.8111,4.6629,0.0408
1358,1520616792260229977,OK,484,330,0.8899,4.4994,0.0427
1359,1520616792310151977,OK,415,242,0.9306,4.4971,0.0431
1360,1520616792360152977,OK,380,301,0.6962,3.6519,0.0451
1361,1520616792410154977,OK,283,203,0.7854,3.2575,0.0468
1362,1520616792460155977,OK,660,486,0.7716,2.7648,0.0486
1363,1520616792510157977,OK,606,389,0.9125,2.1604,0.0485
1364,1520616792560158977,REPROJ_LOW_CONF,535,305,1.0008,1.3733,0.0507
1365,1520616792610160977,OK,458,346,0.6593,0.6377,0.0518
1366,1520616792660162977,OK,335,242,0.8147,1.0789,0.0515
1367,1520616792710271275,OK,265,186,0.9242,1.2732,0.0503
1368,1520616792760273275,OK,501,376,0.8069,1.5844,0.0538
1369,1520616792810274275,OK,325,245,0.9219,1.9171,0.0503
1370,1520616792860276275,OK,482,340,0.8785,1.9325,0.0519
1371,1520616792910277275,OK,183,152,0.7571,1.9191,0.0534
1372,1520616792960279275,OK,173,137,0.5573,1.8853,0.0536
1373,1520616793010280275,OK,202,169,0.6725,1.8253,0.0555
1374,1520616793060282275,OK,191,143,0.8464,1.9363,0.0609
1375,1520616793110411503,OK,221,199,0.6080,2.1533,0.0593
1376,1520616793160412503,OK,208,176,0.8080,2.4259,0.0602
1377,1520616793210414503,OK,198,149,0.9475,2.6287,0.0637
1378,1520616793260416503,OK,249,229,0.6336,2.1289,0.0582
1379,1520616793310418503,OK,234,189,0.7179,2.0053,0.0587
1380,1520616793360419503,OK,214,170,0.8782,1.8587,0.0564
1381,1520616793410421503,OK,206,144,0.8695,2.1000,0.0541
1382,1520616793460422503,REPROJ_LOW_CONF,200,130,1.0024,2.5016,0.0618
1383,1520616793510510380,REPROJ_LOW_CONF,194,123,1.1022,2.6333,0.0586
1384,1520616793560512380,OK,342,295,0.7039,2.8062,0.0587
1385,1520616793610514380,OK,326,247,0.8810,3.3621,0.0632
1386,1520616793660515380,OK,297,201,0.9654,3.8092,0.0578
1387,1520616793710516380,REPROJ_LOW_CONF,285,172,1.1281,3.6304,0.0570
1388,1520616793760518380,OK,767,659,0.6863,3.8051,0.0580
1389,1520616793810520380,OK,666,515,0.8929,4.2398,0.0580
1390,1520616793860521380,REPROJ_LOW_CONF,596,424,1.0648,4.6898,0.0521
1391,1520616793910855942,OK,726,602,0.6961,4.7130,0.0558
1392,1520616793960752942,OK,655,465,0.8648,4.5298,0.0592
1393,1520616794010754942,REPROJ_LOW_CONF,620,418,1.0104,4.4132,0.0553
1394,1520616794060755942,OK,760,612,0.7127,4.4838,0.0569
1395,1520616794110757942,OK,649,479,0.8629,4.3469,0.0576
1396,1520616794160758942,OK,546,396,0.9641,4.3335,0.0695
1397,1520616794210760942,OK,801,669,0.6022,3.9034,0.0564
1398,1520616794260762942,OK,735,576,0.8678,3.9251,0.0532
1399,1520616794310711871,OK,690,482,0.8996,4.4107,0.0637
1400,1520616794360713871,OK,802,697,0.5982,4.0858,0.0548
1401,1520616794410714871,OK,737,628,0.8398,3.9276,0.0523
1402,1520616794460716871,OK,715,522,0.9717,4.3271,0.0565
1403,1520616794510717871,OK,865,791,0.6501,4.9498,0.0518
1404,1520616794560719871,OK,812,657,0.8905,5.1037,0.0537
1405,1520616794610720871,REPROJ_LOW_CONF,773,540,1.0003,5.3787,0.0508
1406,1520616794660722871,OK,1010,911,0.6832,5.5200,0.0492
1407,1520616794710424380,OK,880,713,0.9272,5.8574,0.0474
1408,1520616794760425380,REPROJ_LOW_CONF,775,513,1.0073,6.2500,0.0447
1409,1520616794810427380,OK,1138,946,0.7877,6.0920,0.0415
1410,1520616794860428380,OK,923,696,0.8927,6.2052,0.0441
1411,1520616794910430380,OK,1196,1043,0.7485,6.3174,0.0394
1412,1520616794960432380,OK,1039,753,0.9098,6.2289,0.0392
1413,1520616795010434380,OK,1064,917,0.7240,6.1687,0.0396
1414,1520616795060435380,OK,839,664,0.8038,6.0934,0.0324
1415,1520616795110436380,OK,899,800,0.6610,5.7161,0.0375
1416,1520616795160324556,OK,827,635,0.8133,5.4667,0.0368
1417,1520616795210326556,OK,739,504,0.9317,5.2881,0.0424
1418,1520616795260327556,OK,922,820,0.6352,5.2583,0.0409
1419,1520616795310329556,OK,809,638,0.8516,4.8390,0.0393
1420,1520616795360330556,OK,717,487,0.9741,4.5606,0.0388
1421,1520616795410332556,OK,895,723,0.6942,4.7788,0.0405
1422,1520616795460333556,OK,698,542,0.7934,4.3728,0.0406
1423,1520616795510339556,OK,597,451,0.8787,4.1807,0.0429
1424,1520616795560231854,OK,718,605,0.6016,4.6341,0.0431
1425,1520616795610233854,OK,654,498,0.8433,4.9283,0.0440
1426,1520616795660234854,OK,569,403,0.9797,4.8644,0.0445
1427,1520616795710236854,OK,674,558,0.6296,4.1656,0.0457
1428,1520616795760237854,OK,617,460,0.8927,3.9849,0.0461
1429,1520616795810239854,OK,509,336,0.9014,4.1532,0.0430
1430,1520616795860241854,OK,537,443,0.5472,4.0769,0.0458
1431,1520616795910242854,OK,477,383,0.8021,3.4843,0.0438
1432,1520616795960321135,OK,371,284,0.9054,2.8394,0.0497
1433,1520616796010322135,REPROJ_LOW_CONF,350,237,1.0489,2.8728,0.0419
1434,1520616796060324135,OK,512,430,0.6616,2.2126,0.0438
1435,1520616796110325135,OK,416,329,0.7742,2.4334,0.0436
1436,1520616796160327135,OK,356,252,0.8869,3.0486,0.0475
1437,1520616796210329135,REPROJ_LOW_CONF,315,219,1.0953,3.8360,0.0383
1438,1520616796260330135,OK,711,459,0.8199,4.0559,0.0405
1439,1520616796310332135,OK,512,376,0.6800,4.8410,0.0386
1440,1520616796360354608,OK,391,281,0.8034,5.1503,0.0402
1441,1520616796410356608,OK,332,246,0.9799,5.2319,0.0372
1442,1520616796460357608,OK,663,604,0.5482,5.4023,0.0348
1443,1520616796510359608,OK,627,545,0.7920,5.0449,0.0345
1444,1520616796560361608,OK,580,463,0.9214,5.1691,0.0406
1445,1520616796610362608,OK,875,821,0.5310,4.3973,0.0403
1446,1520616796660364608,OK,836,721,0.7017,3.9735,0.0426
1447,1520616796710366608,OK,802,629,0.8619,3.7874,0.0464
1448,1520616796760537924,OK,1000,967,0.4919,3.4825,0.0463
1449,1520616796810538924,OK,892,810,0.6400,3.2560,0.0491
1450,1520616796860540924,OK,833,749,0.8094,2.8779,0.0494
1451,1520616796910541924,OK,778,644,0.9225,2.6333,0.0500
1452,1520616796960543924,OK,1081,1053,0.4645,2.3781,0.0524
1453,1520616797010545924,OK,970,888,0.7034,2.6952,0.0527
1454,1520616797060546924,OK,889,765,0.9101,3.3785,0.0534
1455,1520616797110548924,REPROJ_LOW_CONF,799,584,1.0513,3.2113,0.0525
1456,1520616797160543117,REPROJ_LOW_CONF,729,455,1.1218,3.2205,0.0533
1457,1520616797210545117,OK,1044,951,0.5499,3.0557,0.0557
1458,1520616797260546117,OK,957,812,0.8323,2.8791,0.0572
1459,1520616797310548117,REPROJ_LOW_CONF,898,665,1.0069,2.8339,0.0599
1460,1520616797360549117,REPROJ_LOW_CONF,818,501,1.1485,2.6362,0.0584
1461,1520616797410551117,REPROJ_LOW_CONF,759,377,1.2371,3.3058,0.0620
1462,1520616797460553117,OK,1191,968,0.7297,3.4473,0.0641
1463,1520616797510554117,OK,938,645,0.9504,3.8523,0.0657
1464,1520616797560556117,REPROJ_LOW_CONF,750,432,1.0055,3.9520,0.0645
1465,1520616797610662450,OK,1533,1000,0.8905,3.8832,0.0661
1466,1520616797660664450,OK,881,617,0.8477,4.1539,0.0668
1467,1520616797710665450,OK,544,355,0.9067,4.5629,0.0661
1468,1520616797760667450,OK,981,592,0.8934,4.8899,0.0669
1469,1520616797810668450,OK,668,409,0.8178,4.9444,0.0682
1470,1520616797860670450,OK,1086,666,0.8695,4.8797,0.0683
1471,1520616797910672450,OK,1339,765,0.8903,5.4176,0.0674
1472,1520616797960673450,OK,513,270,0.7599,5.0960,0.0615
1473,1520616798012466468,OK,685,451,0.7984,5.0895,0.0643
1474,1520616798062467468,OK,1004,693,0.8777,4.5635,0.0597
1475,1520616798112469468,OK,395,311,0.6320,4.0876,0.0542
1476,1520616798162471468,OK,350,259,0.9087,3.4562,0.0562
1477,1520616798212473468,OK,319,219,0.9655,2.7464,0.0473
1478,1520616798262474468,REPROJ_LOW_CONF,298,188,1.1277,2.3651,0.0520
1479,1520616798312475468,OK,864,791,0.6158,2.0913,0.0568
1480,1520616798362477468,OK,781,663,0.8704,2.0602,0.0576
1481,1520616798412920029,REPROJ_LOW_CONF,670,469,1.0039,2.1979,0.0576
1482,1520616798462923029,REPROJ_LOW_CONF,555,347,1.1361,2.9155,0.0594
1483,1520616798512923029,REPROJ_LOW_CONF,387,203,1.1936,3.3296,0.0593
1484,1520616798562928029,OK,1079,792,0.8838,3.6381,0.0631
1485,1520616798612926029,OK,708,602,0.7464,3.9466,0.0599
1486,1520616798662927029,OK,575,452,0.9908,3.9279,0.0624
1487,1520616798712929029,OK,1127,871,0.8879,4.4003,0.0628
1488,1520616798762930029,OK,584,482,0.8024,4.7861,0.0640
1489,1520616798812694714,REPROJ_LOW_CONF,418,316,1.0270,4.4633,0.0594
1490,1520616798862678714,OK,894,674,0.8793,4.4693,0.0649
1491,1520616798912680714,OK,571,487,0.7449,4.4219,0.0675
1492,1520616798962681714,OK,488,356,0.8891,4.4921,0.0659
1493,1520616799012683714,OK,412,267,0.9443,4.7168,0.0702
1494,1520616799062685714,OK,628,571,0.6543,4.6845,0.0633
1495,1520616799112686714,OK,600,488,0.9080,4.1862,0.0690
1496,1520616799162688714,OK,560,407,0.9705,4.0998,0.0635
1497,1520616799213303608,OK,640,562,0.6187,4.3434,0.0592
1498,1520616799263305608,OK,609,462,0.8450,4.2328,0.0542
1499,1520616799313306608,REPROJ_LOW_CONF,593,415,1.0914,3.7667,0.0611
1500,1520616799363308608,OK,884,828,0.6291,3.4997,0.0609
1501,1520616799413309608,OK,845,691,0.9128,3.2765,0.0603
1502,1520616799463311608,REPROJ_LOW_CONF,776,547,1.0989,3.1147,0.0620
1503,1520616799513313608,REPROJ_LOW_CONF,740,413,1.1540,3.0462,0.0635
1504,1520616799563314608,OK,928,829,0.6691,2.8201,0.0624
1505,1520616799613316608,OK,847,667,0.8730,2.6245,0.0689
1506,1520616799661990468,OK,822,562,0.9901,2.2822,0.0603
1507,1520616799711991468,REPROJ_LOW_CONF,774,479,1.0694,2.5379,0.0627
1508,1520616799761993468,REPROJ_LOW_CONF,750,393,1.1186,2.7895,0.0523
1509,1520616799811994468,OK,1197,1020,0.7168,2.7889,0.0639
1510,1520616799861996468,OK,1061,793,0.9049,2.7722,0.0609
1511,1520616799911998468,OK,970,614,0.9507,3.0010,0.0625
1512,1520616799961999468,REPROJ_LOW_CONF,883,539,1.0571,3.1663,0.0706
1513,1520616800012001468,REPROJ_LOW_CONF,809,440,1.0933,3.4621,0.0642
1514,1520616800061088222,OK,1092,1001,0.7029,3.4074,0.0651
1515,1520616800111089222,OK,915,739,0.8057,3.4990,0.0691
1516,1520616800161091222,OK,814,590,0.8447,3.3967,0.0647
1517,1520616800211093222,OK,702,490,0.8814,3.7782,0.0628
1518,1520616800261095222,OK,985,807,0.6472,3.9336,0.0623
1519,1520616800311096222,OK,851,650,0.7231,4.0497,0.0628
1520,1520616800361097222,OK,767,588,0.7562,3.7024,0.0626
1521,1520616800411099222,OK,706,534,0.8312,3.1408,0.0599
1522,1520616800460901977,OK,773,646,0.5706,2.7741,0.0587
1523,1520616800510863977,OK,1376,1123,0.5991,2.7420,0.0605
1524,1520616800560864977,OK,1200,942,0.7380,2.8918,0.0612
1525,1520616800610866977,OK,1034,816,0.8676,2.7366,0.0531
1526,1520616800660868977,OK,1657,1308,0.8044,3.0646,0.0552
1527,1520616800710869977,OK,755,658,0.7029,3.3478,0.0515
1528,1520616800760871977,OK,715,563,0.8674,3.6114,0.0625
1529,1520616800810872977,REPROJ_LOW_CONF,680,481,1.0330,3.4083,0.0478
1530,1520616800860626205,REPROJ_LOW_CONF,660,390,1.1094,2.8832,0.0533
1531,1520616800910627205,OK,1215,1104,0.5634,3.1954,0.0514
1532,1520616800960629205,OK,1143,973,0.9313,3.0729,0.0537
1533,1520616801010630205,REPROJ_LOW_CONF,1092,789,1.1058,2.7973,0.0592
1534,1520616801060632205,REPROJ_LOW_CONF,983,530,1.1580,2.3289,0.0520
1535,1520616801110634205,REPROJ_LOW_CONF,965,458,1.1914,2.5336,0.0685
1536,1520616801160635205,OK,1378,1326,0.5180,2.4385,0.0576
1537,1520616801210637205,OK,1242,1064,0.8111,2.6303,0.0569
1538,1520616801260342854,OK,1131,812,0.9664,2.7832,0.0606
1539,1520616801310343854,REPROJ_LOW_CONF,931,564,1.1408,3.1525,0.0673
1540,1520616801360344854,REPROJ_LOW_CONF,863,409,1.2233,2.9944,0.0607
1541,1520616801410346854,OK,1225,1058,0.7487,3.3045,0.0587
1542,1520616801460348854,REPROJ_LOW_CONF,1057,784,1.0127,3.5171,0.0595
1543,1520616801510349854,REPROJ_LOW_CONF,917,580,1.0745,4.0612,0.0615
1544,1520616801560352854,REPROJ_LOW_CONF,860,467,1.1192,4.1028,0.0601
1545,1520616801610353854,OK,1339,1185,0.6688,4.2165,0.0594
1546,1520616801660317380,OK,1115,840,0.8280,4.5284,0.0645
1547,1520616801710319380,OK,963,646,0.9595,4.1909,0.0583
1548,1520616801760321380,OK,1498,1344,0.5651,4.0835,0.0607
1549,1520616801810322380,OK,1285,1107,0.6838,3.8610,0.0601
1550,1520616801860323380,OK,1125,885,0.8199,3.8583,0.0592
1551,1520616801910325380,OK,991,818,0.9777,4.1153,0.0530
1552,1520616801960326380,OK,1013,949,0.5009,3.5110,0.0551
1553,1520616802010328380,OK,959,878,0.6974,3.1256,0.0530
1554,1520616802060329380,OK,900,778,0.7655,2.7439,0.0508
1555,1520616802110533257,OK,872,697,0.8637,1.9207,0.0520
1556,1520616802160471257,REPROJ_LOW_CONF,840,636,1.0086,1.6397,0.0546
1557,1520616802210473257,OK,1031,992,0.5161,2.1877,0.0556
1558,1520616802260475257,OK,959,811,0.7397,2.0554,0.0588
1559,1520616802310476257,OK,879,714,0.9153,2.2914,0.0579
1560,1520616802360478257,REPROJ_LOW_CONF,840,588,1.0298,1.7092,0.0527
1561,1520616802410479257,REPROJ_LOW_CONF,788,489,1.1206,2.0430,0.0666
1562,1520616802460481257,REPROJ_LOW_CONF,769,411,1.1085,2.0376,0.0473
1563,1520616802510607942,OK,1159,1072,0.6364,2.7652,0.0537
1564,1520616802560609942,OK,1077,847,0.9210,2.8649,0.0524
1565,1520616802610610942,OK,898,578,0.9741,3.0460,0.0592
1566,1520616802660612942,REPROJ_LOW_CONF,820,437,1.0534,2.9937,0.0562
1567,1520616802710614942,REPROJ_LOW_CONF,642,314,1.0105,3.0704,0.0574
1568,1520616802760615942,OK,789,663,0.7917,3.2209,0.0588
1569,1520616802810617942,OK,631,428,0.9188,3.1936,0.0576
1570,1520616802860618942,OK,525,339,0.9785,3.0323,0.0590
1571,1520616802911119117,OK,1232,956,0.7521,3.0908,0.0593
1572,1520616802961120117,OK,675,603,0.5675,3.2261,0.0611
1573,1520616803011122117,OK,626,521,0.7528,3.3761,0.0601
1574,1520616803061124117,OK,593,467,0.8906,3.1649,0.0607
1575,1520616803111126117,REPROJ_LOW_CONF,563,413,1.0257,3.5573,0.0595
1576,1520616803161127117,OK,855,791,0.6479,3.7394,0.0607
1577,1520616803211128117,OK,741,642,0.7580,4.1862,0.0629
1578,1520616803261130117,OK,674,525,0.8737,3.8741,0.0610
1579,1520616803311525310,OK,598,444,0.9488,3.9341,0.0624
1580,1520616803361527310,OK,786,745,0.5059,3.7393,0.0607
1581,1520616803411528310,OK,639,553,0.8052,4.3923,0.0604
1582,1520616803461529310,OK,587,433,0.8623,4.2280,0.0553
1583,1520616803511531310,OK,1039,933,0.5977,3.8958,0.0550
1584,1520616803561533310,OK,884,678,0.9028,4.0147,0.0500
1585,1520616803611534310,REPROJ_LOW_CONF,826,497,1.0118,4.3464,0.0511
1586,1520616803661536310,OK,1123,905,0.8871,4.4369,0.0516
1587,1520616803710871977,OK,866,507,0.9897,4.4660,0.0557
1588,1520616803760960977,REPROJ_LOW_CONF,717,368,1.1584,4.9034,0.0610
1589,1520616803810874977,OK,828,740,0.6998,4.3856,0.0503
1590,1520616803860876977,OK,764,617,0.8886,4.4415,0.0567
1591,1520616803910877977,REPROJ_LOW_CONF,712,540,1.0008,4.4687,0.0466
1592,1520616803960879977,OK,932,825,0.6875,4.3141,0.0492
1593,1520616804010880977,OK,836,617,0.9214,5.0733,0.0509
1594,1520616804060882977,REPROJ_LOW_CONF,806,503,1.0641,5.1936,0.0478
1595,1520616804110660959,OK,954,829,0.6985,5.3044,0.0436
1596,1520616804160662959,OK,855,652,0.9434,5.8981,0.0443
1597,1520616804210663959,REPROJ_LOW_CONF,779,497,1.0517,6.3595,0.0396
1598,1520616804260665959,OK,1031,891,0.7735,6.8205,0.0430
1599,1520616804310667959,OK,944,694,0.9469,6.9798,0.0397
1600,1520616804360668959,OK,1066,885,0.6872,7.0022,0.0378
1601,1520616804410670959,OK,932,761,0.9057,7.3543,0.0433
1602,1520616804460672959,OK,876,718,0.7524,7.2135,0.0395
1603,1520616804510673959,OK,779,544,0.8626,6.8922,0.0411
1604,1520616804560965345,OK,948,758,0.7448,7.2588,0.0386
1605,1520616804610967345,OK,717,560,0.7593,6.6941,0.0448
1606,1520616804660969345,OK,739,629,0.5734,6.2072,0.0418
1607,1520616804710970345,OK,649,522,0.8398,5.9236,0.0448
1608,1520616804760972345,OK,701,620,0.6454,5.5404,0.0492
1609,1520616804810974345,OK,541,447,0.8922,4.9251,0.0470
1610,1520616804860975345,REPROJ_LOW_CONF,477,340,1.0563,4.3809,0.0487
1611,1520616804910977345,OK,524,440,0.6811,4.0967,0.0513
1612,1520616804961272959,OK,416,284,0.9480,3.8055,0.0562
1613,1520616805011273959,REPROJ_LOW_CONF,331,195,1.0868,3.9031,0.0508
1614,1520616805061274959,OK,846,614,0.7743,3.2490,0.0535
1615,1520616805111276959,OK,631,563,0.5956,3.3619,0.0535
1616,1520616805161278959,OK,570,470,0.8813,3.3658,0.0513
1617,1520616805211279959,REPROJ_LOW_CONF,503,325,1.0460,3.4180,0.0534
1618,1520616805261280959,REPROJ_LOW_CONF,444,232,1.2067,2.9657,0.0453
1619,1520616805311282959,OK,380,306,0.6756,3.0158,0.0462
1620,1520616805361480678,REPROJ_LOW_CONF,263,199,1.0138,3.1605,0.0478
1621,1520616805411481678,OK,511,370,0.9864,3.1174,0.0440
1622,1520616805461483678,REPROJ_LOW_CONF,412,239,1.1815,3.3453,0.0481
1623,1520616805511484678,OK,345,246,0.7416,3.6874,0.0470
1624,1520616805561486678,OK,243,188,0.9937,4.3348,0.0432
1625,1520616805611487678,OK,562,427,0.8660,4.6633,0.0451
1626,1520616805661489678,OK,401,346,0.7253,5.0212,0.0446
